person,age,gender,loyalty,income,amount,reward,transaction,completed,received,rev_comp_ratio
34133498709c4f2b95af0cc334171602,71.0,F,940.0,98000.0,171.61,7.0,7,2,4,0.5
341788ffa12b4673b36e93f92716c016,52.0,F,790.0,83000.0,135.77,5.0,6,1,3,0.3333333333333333
341961ce048a4429a5fcf5e746375370,27.0,F,301.0,36000.0,70.05,2.0,9,1,5,0.2
3423953f128c4cdc84b123eb6f5f4c40,47.0,M,353.0,34000.0,84.75999999999999,3.0,7,1,5,0.2
343a60997ee54bd58cc3601ddcb053ea,32.0,M,309.0,73000.0,138.51999999999998,8.0,7,2,6,0.3333333333333333
343e4bfac5aa46ad92d6d02b874a879d,67.0,M,151.0,90000.0,75.92,32.0,3,4,5,0.8
3446d272fcef4bd28e88300d1163840a,45.0,M,1003.0,74000.0,201.45000000000002,17.0,11,3,5,0.6
345b2431ce28457b97e7492506803d2e,68.0,F,264.0,54000.0,42.379999999999995,7.0,4,2,5,0.4
345f9431137a49b3963221a55567c4a8,53.0,M,477.0,77000.0,125.93,25.0,6,3,5,0.6
346ca0b690b44443a4fc2bd747964066,52.0,F,839.0,85000.0,139.92,10.0,6,3,4,0.75
346f86f3e8fd439a83e741e67e3fb74d,52.0,M,474.0,97000.0,88.99,10.0,4,2,5,0.4
3478c81d15234db3b702cefcf7c4afbe,67.0,M,519.0,71000.0,186.17,12.0,10,3,4,0.75
347a75e83b70480ba7b53c7f737ebb4a,82.0,F,944.0,55000.0,182.09000000000003,19.0,15,4,6,0.6666666666666666
347f24ff65324864b9f9ab3e3adc3b5c,64.0,F,237.0,36000.0,51.580000000000005,5.0,5,1,5,0.2
348bdc19d65f49b8b98f72c59e64cd89,50.0,F,260.0,69000.0,184.96,14.0,10,3,5,0.6
348ebeefcf1d407fa9c00ff05255963b,83.0,F,653.0,117000.0,101.50999999999999,11.0,4,4,5,0.8
3494b039530c491a9dba3d132aa4bbec,79.0,F,837.0,78000.0,236.4,12.0,10,2,5,0.4
34962645e76943bab69e9aa8c335e574,74.0,M,226.0,36000.0,378.48,4.0,10,2,3,0.6666666666666666
34a1ee1454ef46d0b02567e8bb5f65a7,48.0,F,403.0,45000.0,148.98999999999998,20.0,13,4,5,0.8
34ac11b8099c4b248979bae48616b3c2,57.0,M,414.0,47000.0,242.36,21.0,20,5,6,0.8333333333333334
34b216d046e74a53adf47e99b819c882,71.0,M,1087.0,86000.0,262.83,20.0,10,3,6,0.5
34b8b6c78bd042538c9ce74b7d8e40ca,52.0,M,15.0,70000.0,139.24,22.0,8,4,4,1.0
34bdd53626264062ad7789ca342122a1,69.0,M,441.0,103000.0,228.86,22.0,8,4,4,1.0
34c439da06614b38aaf261fc448d5c28,30.0,M,1436.0,49000.0,68.74,5.0,19,2,5,0.4
34c9104c14094b4bae602630e09021cf,40.0,M,655.0,34000.0,42.92999999999999,8.0,15,2,5,0.4
34d70d84fd3b4fa19a10e0d21836ee08,47.0,M,1514.0,59000.0,114.07,12.0,8,4,4,1.0
34e19e3dc5ea431a810374298da4d28b,23.0,M,244.0,74000.0,17.580000000000002,20.0,4,3,6,0.5
34f4506ab17044b19e562b8d3381e19b,57.0,F,245.0,91000.0,62.01,15.0,2,2,3,0.6666666666666666
34f83b5c0b134f59bdbd1871c960a8ab,59.0,M,1482.0,40000.0,28.059999999999995,2.0,13,1,5,0.2
34f8936517d14baa92a4fb3af6c1e705,62.0,M,8.0,40000.0,113.93,8.0,11,2,3,0.6666666666666666
34fd8ac2a1414a1eace74ed3245517fe,53.0,F,1070.0,40000.0,69.67000000000002,23.0,24,4,5,0.8
34fe7c1f20874ccc81e2c4506407fa72,68.0,M,99.0,39000.0,17.939999999999998,5.0,7,1,4,0.25
35047ada557b416395fdb9e342c97c6f,29.0,M,118.0,56000.0,26.08,3.0,9,1,5,0.2
35055ff4289447df8c93739196163b01,48.0,F,81.0,72000.0,774.4000000000001,6.0,12,3,4,0.75
35075a458f4043c8bdd3dc33c728826b,60.0,M,574.0,33000.0,85.16,10.0,10,2,5,0.4
350ff0b961e34333b7653f6877e821e1,64.0,F,594.0,91000.0,119.55,14.0,4,4,5,0.8
351086383b524fab8199a86fd34edbbe,41.0,O,1136.0,54000.0,55.9,20.0,5,3,5,0.6
351cc28e444941879e3bd3bc041beaa2,63.0,F,352.0,60000.0,92.13,10.0,7,3,3,1.0
3526938fb466470190a504a751ec07b0,59.0,F,922.0,86000.0,79.98,20.0,4,4,6,0.6666666666666666
352ccf90feeb4c92a54834c7ad2b66bf,52.0,F,794.0,87000.0,141.45,30.0,6,3,4,0.75
3539a34f6b894c9e8a0d52742f9a21f8,52.0,F,704.0,63000.0,81.64,7.0,6,2,3,0.6666666666666666
35430f8b711c4813a7ede5552b41a802,57.0,F,716.0,71000.0,136.66,15.0,6,4,5,0.8
354463459f134bd3874bd62d9b1f3625,58.0,F,1081.0,108000.0,149.89999999999998,7.0,6,2,3,0.6666666666666666
3548505401f44bc79c3f71980d8731fe,43.0,F,737.0,95000.0,261.66999999999996,25.0,11,4,5,0.8
3557bf585abc4baab8c51d3dba48d3fa,46.0,M,278.0,63000.0,23.1,6.0,5,2,4,0.5
355ab404fc63416cbb0692b7ab9d51b6,59.0,M,24.0,61000.0,32.95,2.0,2,1,6,0.16666666666666666
356436b5eac54cfe8541a9e5fedf4d21,50.0,M,205.0,88000.0,120.0,20.0,5,4,5,0.8
356470bccf484ce5a626f5122852087e,51.0,M,257.0,80000.0,180.51999999999998,9.0,9,3,5,0.6
3573256082544869b1fc649e2e3c7e74,63.0,F,179.0,75000.0,88.21000000000001,8.0,4,2,4,0.5
3573e62539284ca6b4a68ba723613523,74.0,M,392.0,80000.0,158.83999999999997,5.0,8,1,2,0.5
3577fe12bcdc4ae480feb3bd325f3f47,50.0,M,396.0,42000.0,192.14000000000004,22.0,16,5,5,1.0
3579056d94644a9481e05012b48fe252,37.0,F,1286.0,62000.0,80.94999999999999,14.0,20,4,4,1.0
3587049edaf84b8f963ecdbb65beb24e,46.0,M,629.0,32000.0,162.81000000000003,17.0,21,3,5,0.6
358dd6e10a994567ab25da15b9e5529e,67.0,M,718.0,57000.0,59.99,4.0,5,2,6,0.3333333333333333
358f73bcc2fd4f4988e0eddf31e79531,91.0,M,436.0,73000.0,122.03999999999999,20.0,7,4,5,0.8
3597f1f307134a28894afe960cae8f0b,44.0,M,770.0,54000.0,34.339999999999996,2.0,12,1,5,0.2
35ad0c309d7743e6bb03025ee6008100,60.0,M,954.0,38000.0,117.13000000000001,15.0,12,4,5,0.8
35ad794c4a8b44418ee9376529b7052f,55.0,F,910.0,47000.0,183.08,20.0,15,4,5,0.8
35b3206b05304a518114bee3e113af09,44.0,F,798.0,87000.0,216.79999999999995,25.0,10,4,6,0.6666666666666666
35b3a8920b38468e89f73cb2a034c24a,89.0,M,907.0,119000.0,270.55,23.0,11,4,4,1.0
35c748fc365a4295a3445fda28fc31b1,64.0,M,788.0,82000.0,227.4,12.0,9,3,4,0.75
35c79602f58a40b3a7bec8c53c715535,69.0,M,372.0,61000.0,172.33000000000004,10.0,10,4,6,0.6666666666666666
35c863d477084f7fb46e4b309cf3ea5d,56.0,M,1414.0,66000.0,84.21000000000001,9.0,5,3,4,0.75
35d901988c884e41896d66088ab9d258,60.0,M,640.0,32000.0,118.20999999999998,17.0,15,3,3,1.0
35d9949d3e214b24b3cba6e45ef2552c,54.0,F,467.0,53000.0,489.74,9.0,15,4,5,0.8
35d9cbc99e7c419c9bd8d2d067203ed4,21.0,F,269.0,49000.0,135.66,14.0,10,3,6,0.5
35dd2c597c7e43d8b8c53ade81e8350f,22.0,F,147.0,31000.0,22.39,2.0,6,1,3,0.3333333333333333
35dd7d2deb184c159756d2132964448b,51.0,M,530.0,95000.0,89.86000000000001,25.0,4,4,5,0.8
35e08db3a77f4b348d04de610b9ac4b7,67.0,F,1534.0,54000.0,71.03,22.0,5,3,5,0.6
35e371655ddb472ea707489a4d92f183,19.0,M,292.0,32000.0,36.04,5.0,13,1,4,0.25
35e4e3fce7054c91adb114c4a9320c39,58.0,F,311.0,94000.0,126.7,10.0,5,1,4,0.25
35eb0f1497704afb9ac82350d1d903a8,49.0,M,108.0,68000.0,37.18,2.0,10,1,4,0.25
35ebf54706f14bdc9b7e611707398168,54.0,M,851.0,55000.0,161.45,22.0,11,5,6,0.8333333333333334
35f0a49ba7784141a3adadef2ad8fc35,42.0,M,900.0,42000.0,130.24,12.0,12,3,4,0.75
35f2d25487e04bf09865c4be7497d184,35.0,M,301.0,40000.0,18.310000000000002,3.0,5,1,6,0.16666666666666666
35faf6c136ac4eff95cb298191d4dcbe,32.0,M,1004.0,69000.0,71.68,12.0,15,3,4,0.75
3604067a5af745549b026cc2f4434567,48.0,F,655.0,53000.0,131.8,20.0,12,3,5,0.6
3604bb2fce684eb8ba96f2c7d1fffa92,76.0,F,791.0,80000.0,188.95999999999998,28.0,9,4,4,1.0
36099f26eb164d25b1214e7fbe508200,30.0,M,675.0,39000.0,64.74999999999999,6.0,19,2,4,0.5
361aa97b97f147fdaef592a61081b3fa,83.0,F,280.0,41000.0,95.69,15.0,12,2,4,0.5
361da3e85e3f447cb8239a4ca6852f6e,72.0,F,279.0,83000.0,191.57,19.0,8,4,5,0.8
3622ada8c6394b32a8d7ba31c737e926,57.0,M,1079.0,111000.0,255.16,27.0,9,5,5,1.0
3622ea602ea242a68bf3bf73df66bbb9,72.0,M,814.0,96000.0,46.28,5.0,2,1,2,0.5
3625554b70d8411bbb8e556f686565ce,64.0,M,883.0,60000.0,150.09,12.0,9,3,4,0.75
362858ec6f754ad39c3dfd0923a677f2,64.0,F,1062.0,93000.0,61.93,5.0,2,1,2,0.5
362dba5b1edd42029646aeb9efc3e674,75.0,M,640.0,76000.0,242.74,25.0,13,5,5,1.0
36309ec0551e4e6f8f8ff08bad4eeb8e,49.0,M,1058.0,81000.0,56.31999999999999,10.0,3,3,4,0.75
36329126ff414cb08add9e80e25410a2,83.0,F,300.0,37000.0,42.55,10.0,8,1,3,0.3333333333333333
36329ff7770243fbbec5a8f2c3600494,60.0,M,908.0,115000.0,264.86,22.0,9,6,6,1.0
3636eb17c0634c65933e2d90600e8462,38.0,M,516.0,36000.0,95.11999999999999,10.0,10,1,4,0.25
3638eaf178e9435390ce46b75900b2dd,39.0,M,20.0,52000.0,69.56,5.0,4,1,3,0.3333333333333333
36399e0a45554cafabaab01cdb80c480,51.0,F,1016.0,84000.0,230.1,12.0,8,3,4,0.75
363c28b57ad34b468e3a687fd904b6c1,27.0,M,418.0,74000.0,47.000000000000014,7.0,14,2,4,0.5
3649084b4fe2446ca9d781e7b9300678,45.0,M,615.0,86000.0,241.66,12.0,12,4,6,0.6666666666666666
365078962f7c45e0ad5423c31deab4fd,56.0,M,855.0,67000.0,43.61,15.0,13,4,6,0.6666666666666666
365462cbdbc54610bf5ff657b444b1c5,77.0,M,640.0,96000.0,292.09,20.0,10,3,4,0.75
3655dd06092b4cf28edf80f4daee8d93,45.0,M,458.0,82000.0,159.11,22.0,6,4,5,0.8
3661f1afd29a4990a798f3215eca133f,58.0,F,847.0,63000.0,107.79,28.0,7,4,4,1.0
3671e62b64104ba49147706fb33087ff,57.0,F,339.0,46000.0,98.77,12.0,8,3,3,1.0
36747348fbca4cdfb6532cbbb4179154,58.0,F,243.0,73000.0,196.05999999999997,15.0,10,3,3,1.0
3676d09f2a6142c1afcebf8f75f4c5ec,57.0,M,377.0,85000.0,127.64,17.0,6,3,4,0.75
36854e737253464ab290f4580084e38f,50.0,O,976.0,76000.0,252.46000000000004,35.0,14,5,6,0.8333333333333334
368b266ba48447dfb5342504d0fd7fb0,56.0,F,508.0,116000.0,208.3,10.0,8,1,2,0.5
3693bd7f86844b51abf47b035fe3bc0a,48.0,M,887.0,74000.0,147.47,15.0,8,3,4,0.75
3697a921add94ccd8a91c735875932df,56.0,M,513.0,93000.0,280.46,20.0,11,2,5,0.4
369802800cf0416faada0b21b50da22d,30.0,F,218.0,37000.0,15.29,8.0,4,2,5,0.4
369820dc6a5f42c5b82e95d95b58ec9f,49.0,M,419.0,96000.0,179.59,20.0,7,3,4,0.75
369f3b700935491eae8d3c41a3c47f97,26.0,F,596.0,72000.0,209.82000000000002,17.0,11,3,6,0.5
36ad26ff59a54c4aa02309eecbc945ca,60.0,F,926.0,96000.0,271.62,15.0,11,3,4,0.75
36bac1cacf514f7db5f090015a289a4d,57.0,M,1440.0,87000.0,144.48,20.0,7,4,4,1.0
36bec22ad9ac4632b79ad50bf8e42f1d,71.0,F,601.0,41000.0,104.76,4.0,8,2,4,0.5
36c3f21fa1ea4c15966a04e8ee375a34,46.0,M,437.0,70000.0,69.72,17.0,14,4,5,0.8
36cc0745b3924bcab5a16ee7d27bdade,31.0,F,301.0,59000.0,115.33,24.0,9,5,6,0.8333333333333334
36ccfdf3474f472484327c266ef4fa84,57.0,F,864.0,77000.0,258.13,34.0,13,5,6,0.8333333333333334
36d0673ea98c4cafac89e8813c3324f1,71.0,F,129.0,96000.0,87.47,10.0,3,1,4,0.25
36d5a70069e04c0b80bdb2feec41a2db,28.0,M,58.0,48000.0,8.21,3.0,4,1,6,0.16666666666666666
36db5f33ad944cb095d20ecbdede53f9,50.0,F,850.0,97000.0,112.16,25.0,4,4,5,0.8
36e18fa7d9f64956bc84770a085243e3,49.0,F,795.0,79000.0,181.18,20.0,8,4,5,0.8
36e34555c04b4996856a9cdb83f701f7,58.0,F,959.0,88000.0,125.43,12.0,6,3,4,0.75
36e540dd327144b58b77729db6167af4,79.0,F,1682.0,50000.0,107.43,13.0,6,3,4,0.75
36e719e6fc9f4d01a2d96f27f7ae0b8a,50.0,F,651.0,108000.0,107.04,22.0,5,4,6,0.6666666666666666
36ea4804e0ae4172a87bdde21e91d360,58.0,M,50.0,74000.0,37.97,9.0,2,3,5,0.6
36ef980d4deb42ee9f3bf88fcf137c01,88.0,F,81.0,88000.0,109.0,25.0,4,4,5,0.8
36f521d12abf490aa6aefc524c928bf0,74.0,M,53.0,61000.0,15.020000000000001,2.0,3,1,3,0.3333333333333333
36f8574d192946a1a68dd0c666fce6e4,64.0,F,220.0,52000.0,145.85999999999999,17.0,11,4,5,0.8
370233c3d82c45aea4cbf8fe0ccb922e,60.0,F,316.0,56000.0,143.25,22.0,12,4,6,0.6666666666666666
37052ed3ff944ac291e47696cffb8efd,54.0,F,568.0,56000.0,179.8,12.0,11,5,5,1.0
3706f0e6065f445d8cf6ee400e5ecfb8,72.0,F,547.0,97000.0,142.42000000000002,18.0,6,3,5,0.6
370f76ff7fd349098772754c803cfe22,28.0,M,291.0,39000.0,135.51999999999998,18.0,14,4,6,0.6666666666666666
3713b8ef49c541beaa07ed83ed0136d5,23.0,M,332.0,35000.0,26.39,3.0,6,1,4,0.25
37155a5f4ff248529399c95472186879,68.0,M,57.0,107000.0,253.72000000000003,8.0,8,2,5,0.4
37187b0b31654a66a5b657832dfea94f,76.0,F,620.0,82000.0,244.61,9.0,11,3,5,0.6
371942bd84494c0380b8ce6afc99031e,24.0,M,393.0,60000.0,142.09,35.0,10,6,6,1.0
371c782cc0b64bc5a7e473715bac0253,94.0,F,235.0,76000.0,84.93,7.0,3,2,5,0.4
371d6b3a983547709252bbbcbedda147,58.0,F,522.0,76000.0,163.13,18.0,8,4,6,0.6666666666666666
3723ab433eb44fa9b236768166f7e1e6,46.0,F,119.0,64000.0,31.200000000000003,3.0,8,1,4,0.25
3734be2a864546b8acd7b44dd626759b,57.0,M,494.0,119000.0,264.05,7.0,11,3,5,0.6
3737d713353449fa84851caa757c359f,50.0,M,347.0,110000.0,150.22,7.0,6,2,5,0.4
373993860d4c4f859828acb6ac2c140a,66.0,M,316.0,63000.0,19.1,13.0,1,2,6,0.3333333333333333
373e42d973c04afb80cef6763b7fe6eb,79.0,F,881.0,95000.0,84.08,2.0,3,1,5,0.2
373f17b5f22c4934b0d512126389f800,81.0,M,224.0,81000.0,111.04,8.0,5,2,3,0.6666666666666666
374007b9d7d547f0ba956cf84039ca8f,59.0,M,649.0,83000.0,161.49,13.0,9,3,3,1.0
374aabad10e04cc2a5a8669e93b26f7f,53.0,M,92.0,67000.0,55.33,7.0,2,2,6,0.3333333333333333
374d2aa462594508849014e92881115e,61.0,M,118.0,60000.0,17.54,2.0,1,1,5,0.2
375b452ee0b64a4fbac92e61670f961d,74.0,F,594.0,67000.0,173.51999999999998,25.0,10,5,6,0.8333333333333334
375c47b35ff048bbb3e6bdea03ed0a69,29.0,M,341.0,41000.0,17.720000000000002,3.0,6,1,3,0.3333333333333333
376ca2bef2a64d12af12d1ce52423eed,38.0,M,30.0,52000.0,31.65,7.0,6,2,5,0.4
376f7a629535453eb42099aca0819332,57.0,F,1549.0,76000.0,150.17000000000002,7.0,9,2,4,0.5
377b9773bf3945589b144f0feabeccbb,57.0,M,1514.0,55000.0,38.43000000000001,10.0,11,3,6,0.5
377ffe635d9d4b4fbddc04fff4db2128,65.0,M,893.0,43000.0,33.26,2.0,11,1,4,0.25
37818e0cd6f445d09cb815cd50bc1b65,67.0,F,123.0,94000.0,24.36,5.0,1,1,5,0.2
3782219ab99b42ffb9dad962b6cd02b8,54.0,M,1219.0,41000.0,58.239999999999995,5.0,15,2,5,0.4
378a544efddc47609c80a9e825c285b5,36.0,O,140.0,88000.0,61.69,12.0,2,2,5,0.4
37914e7098564748881057bfa6ffc070,42.0,M,138.0,95000.0,56.730000000000004,3.0,2,1,4,0.25
3798869304074ff1b1bb1cbf1b352676,63.0,F,8.0,71000.0,19.76,5.0,5,1,5,0.2
379bdc8a080b4b14b70d0468e6ce9a75,54.0,M,1615.0,79000.0,58.42,15.0,4,2,3,0.6666666666666666
379c3d188896452bb3ce05c91801e191,68.0,M,1689.0,87000.0,191.58999999999997,18.0,8,4,6,0.6666666666666666
379ef2e7156d4e339bc81b29e38548f6,18.0,F,950.0,31000.0,99.82,10.0,12,2,4,0.5
37a286492a574090a662386d13968cd2,33.0,M,210.0,66000.0,27.479999999999997,4.0,6,2,4,0.5
37a60351fd89457d8ea4b19df2b0b75f,20.0,M,122.0,70000.0,38.949999999999996,5.0,8,1,3,0.3333333333333333
37a97f6e09784a07bbb67bc6539f1a00,55.0,M,235.0,66000.0,272.23,20.0,19,2,5,0.4
37aa48f7035f4b808d8292f5c95fd55f,66.0,M,889.0,40000.0,97.09,12.0,11,4,5,0.8
37b5159d686c4e55bfabcaf5e602e79e,92.0,F,877.0,78000.0,193.21,16.0,10,4,5,0.8
37b7ebdce49b45a3aaadf1020021d2fb,56.0,F,741.0,118000.0,180.42,35.0,6,5,5,1.0
37bd6bf1df364b9d9bc6a8efc70c5d63,51.0,F,301.0,70000.0,9.62,3.0,1,1,5,0.2
37bd8088aaa14e7c8e3c6cbff6b744c3,49.0,F,925.0,55000.0,143.79000000000002,6.0,10,3,4,0.75
37c5d270f84c4a4ca153b617d0523782,56.0,F,149.0,76000.0,15.11,2.0,1,1,5,0.2
37c6c9268f3b4b6ab340266bb0177d9e,56.0,M,238.0,102000.0,238.44,14.0,8,3,4,0.75
37c79e54b8184b8e973696453772ffd4,55.0,M,547.0,85000.0,213.20000000000002,10.0,9,3,4,0.75
37c9f91a586f471487c0b8e5d38cf87e,47.0,M,272.0,51000.0,20.389999999999997,2.0,6,1,3,0.3333333333333333
37ce604e20bc4bcdb601605c736ae38a,58.0,F,341.0,77000.0,244.28,27.0,11,4,6,0.6666666666666666
37d27dc053ea481a94009b7e5ec92308,81.0,F,666.0,102000.0,201.88,18.0,6,4,5,0.8
37dfdf86ca2044d4a4e0a2eb2904c12c,72.0,M,149.0,65000.0,137.71,15.0,8,2,5,0.4
37e2ab4175504521a00f1f2a8a9e5a63,47.0,M,413.0,31000.0,33.739999999999995,7.0,11,2,5,0.4
37e7f871553149c1860eab122d59e374,43.0,M,1598.0,70000.0,89.34,17.0,5,3,4,0.75
37f17911d9c24f9e81f97fc250e7a2dc,34.0,M,600.0,61000.0,53.099999999999994,2.0,15,1,3,0.3333333333333333
37f7b59a483e4201bf5fc0d99978622f,59.0,F,1062.0,55000.0,151.29999999999998,5.0,11,2,2,1.0
37f7c5629f5e4908ac73b1c7e9aa4403,36.0,F,290.0,39000.0,55.28999999999999,15.0,7,2,5,0.4
37f8e630c86646ee9e6de41857a70be3,59.0,M,1433.0,69000.0,81.38000000000001,13.0,19,2,5,0.4
37fe1a9de1c1480e8557d097835d7c0f,37.0,M,168.0,33000.0,98.00999999999999,13.0,11,2,4,0.5
3801445b29d242819b5ad3215975f038,21.0,M,361.0,50000.0,63.39000000000001,4.0,19,2,5,0.4
380b49a656034958a35e036ed4168e48,47.0,M,140.0,54000.0,29.71,10.0,2,1,4,0.25
380fba077d8d4289a787f3c9e0f01d33,54.0,F,1027.0,53000.0,148.18,30.0,12,3,5,0.6
38197aa576534853acc113f11fb86b62,43.0,F,488.0,31000.0,119.05999999999999,17.0,19,3,4,0.75
382e9ed67d2f4d80b9223d16a5d7344a,64.0,M,316.0,59000.0,53.31,14.0,4,3,5,0.6
3834698bb4164d349a2aee2cf0e7b9d7,63.0,M,566.0,39000.0,51.13999999999999,2.0,18,1,4,0.25
3834df40d4f544f186de0e1149511127,57.0,F,341.0,74000.0,237.01000000000002,15.0,12,3,4,0.75
3835f3a19c534c359faaf72b0861c32a,37.0,M,843.0,74000.0,323.71000000000004,11.0,16,4,6,0.6666666666666666
383a3a796f3242a7bcded87c3f4af1b7,51.0,M,271.0,87000.0,57.87,10.0,2,1,5,0.2
3843cfc019184860945b173f90e03b93,51.0,M,156.0,86000.0,165.35000000000002,7.0,6,2,3,0.6666666666666666
384509036b2542289469f450779208e0,53.0,F,778.0,68000.0,170.99,32.0,10,5,5,1.0
384d9bff1d834770afac84e4944bfd93,58.0,F,1038.0,53000.0,76.0,15.0,6,2,2,1.0
384e45d8529446baa852dd8e24767054,75.0,F,265.0,99000.0,829.55,28.0,12,4,5,0.8
3859d1e1029149639e33ba3a33aa8748,56.0,M,148.0,79000.0,62.92,7.0,3,2,6,0.3333333333333333
385bcabcfd854890b8fa60d58971ed0e,87.0,M,81.0,36000.0,20.7,2.0,7,1,1,1.0
385c991ad75d41038ccba90107e6fadf,43.0,F,339.0,49000.0,24.56,3.0,7,1,4,0.25
385fb8422832476dbe480b47bcb20732,93.0,F,483.0,65000.0,363.9,13.0,19,2,2,1.0
386d9947e96a428b91132d3455d17976,19.0,F,230.0,42000.0,24.46,10.0,6,1,5,0.2
386feea26f434f559cb91d02679c4c3a,75.0,F,758.0,49000.0,140.86,10.0,13,1,3,0.3333333333333333
38812cf51ef241e5ab97910212be4ac5,49.0,F,923.0,106000.0,108.21,10.0,4,3,4,0.75
38862b09048e4b1289d233f2b42dcfac,62.0,F,1576.0,71000.0,138.85,27.0,6,4,6,0.6666666666666666
388bda1fea454949abd8d927b04cbd6b,65.0,F,746.0,98000.0,193.48,15.0,7,2,3,0.6666666666666666
38999f1dd0d44dc2b2f8278d2409681a,21.0,M,615.0,44000.0,176.83999999999997,47.0,17,6,6,1.0
389bc3fa690240e798340f5a15918d5c,65.0,M,167.0,53000.0,36.43,19.0,3,5,6,0.8333333333333334
38a9ec4b59a549b786ae49c5af104c7f,48.0,M,724.0,32000.0,98.61000000000001,12.0,15,3,4,0.75
38b88497b30940358be44bd78bdbd071,60.0,F,928.0,66000.0,316.21,15.0,17,2,5,0.4
38bf225453dd48369e079aada6f5d392,47.0,F,1178.0,48000.0,174.82999999999998,6.0,12,2,3,0.6666666666666666
38c0949ebf6d4424b28cc1b7ba40aa8f,49.0,M,693.0,114000.0,243.85999999999999,25.0,8,3,4,0.75
38c97d85297f457b840598663093b3ad,57.0,M,611.0,77000.0,277.55,27.0,13,5,5,1.0
38e17daa16b5474bb8d5de4b69e207b3,64.0,M,694.0,108000.0,283.71999999999997,23.0,10,4,6,0.6666666666666666
38e48296b33941d29f28ece6a2868fa9,57.0,F,334.0,66000.0,112.75,23.0,6,3,4,0.75
38ea624a365d479c8ddf28c5492ba136,63.0,M,1077.0,62000.0,123.21,17.0,13,3,4,0.75
38eda181869f4bf195ae5c9dd759050d,34.0,M,1237.0,66000.0,45.079999999999984,3.0,15,1,3,0.3333333333333333
38f02eb17af04d55b4cff9dacba7e54c,65.0,M,952.0,80000.0,390.00999999999993,20.0,19,4,5,0.8
38fb8fcee71f4a039d2ccd8e039f8e35,82.0,F,341.0,115000.0,121.99000000000001,20.0,5,3,4,0.75
38fd7e72884849348f4c46ee282868d7,59.0,M,807.0,64000.0,132.8,17.0,8,3,4,0.75
38fe17dd8f41408385bd67c0d06df2d1,56.0,M,257.0,30000.0,71.71000000000001,8.0,9,2,4,0.5
38feae8a6b564476977e348198ed57b5,41.0,M,430.0,63000.0,750.2800000000001,6.0,15,2,3,0.6666666666666666
39069e7cd52e474d8c97d8162609bca1,71.0,M,234.0,51000.0,22.47,20.0,2,2,6,0.3333333333333333
390a4aa6b19a42d7b90a877529fc3cbf,42.0,M,325.0,69000.0,201.38000000000002,22.0,10,4,5,0.8
3915674b75774fd8a5dccf50bc871d60,41.0,F,165.0,89000.0,128.86999999999998,30.0,6,5,5,1.0
391d8ec364374b38b3b2573d9e6b7d07,52.0,M,705.0,89000.0,57.66,7.0,2,2,6,0.3333333333333333
39200c5f788949ea9293c4bdbfd89767,61.0,F,907.0,91000.0,154.32000000000002,32.0,6,4,5,0.8
3920a1ca88314ed499376cd42514e6ab,55.0,F,734.0,109000.0,142.82999999999998,15.0,6,4,4,1.0
39287b12a7834648ba2193874e34eb67,69.0,M,201.0,58000.0,673.67,7.0,5,2,5,0.4
392a50ac00844c7580d741f3004cb70e,55.0,M,92.0,85000.0,58.959999999999994,10.0,3,2,4,0.5
392d23b2c958493197f647bedfe4f418,75.0,F,740.0,78000.0,153.75,25.0,7,4,5,0.8
3933f5b9dd7f410297f139668858ace2,56.0,M,326.0,64000.0,148.26,19.0,9,4,5,0.8
3938125799fc4ebca4d77ca64701926e,56.0,F,798.0,83000.0,134.14,17.0,6,4,5,0.8
393833837038441aa4eb172c1220ad2a,64.0,F,417.0,59000.0,142.64000000000001,19.0,8,4,4,1.0
393e6938e7eb46cb86bcb04f231efc0f,50.0,M,1380.0,90000.0,99.58,12.0,3,3,6,0.5
393e8a6c83dd4d4d9afac6dd2115f807,30.0,M,1325.0,63000.0,30.659999999999997,5.0,12,1,4,0.25
39437fa966ad4de0bc8afe8906778822,54.0,F,1067.0,52000.0,138.67,30.0,10,4,4,1.0
3945da252ea34e7f964537e00c053b2e,26.0,M,94.0,54000.0,118.76999999999998,32.0,10,5,5,1.0
394775ef5c614facb20af9e4fc9a9f23,72.0,F,617.0,33000.0,79.11,17.0,9,4,6,0.6666666666666666
39547839a4a54db1a8c7ecab159182b5,52.0,F,551.0,87000.0,236.7,25.0,11,5,6,0.8333333333333334
3959ea9e1eb04b949624159af55ea993,28.0,F,23.0,73000.0,25.1,5.0,8,2,6,0.3333333333333333
395c06704b624b889bcf8c39489889dc,76.0,M,32.0,35000.0,45.53,17.0,6,3,5,0.6
395c07808e974aa7b2b5c2e80c944a7b,62.0,F,983.0,72000.0,89.61,23.0,4,4,6,0.6666666666666666
395d93dc9b9d4cb7bce9901fa07f27ec,56.0,M,1522.0,75000.0,50.5,10.0,14,3,4,0.75
395e0cbee77f4249900b23f277424691,70.0,F,309.0,85000.0,97.94000000000001,4.0,5,2,4,0.5
395f017a7b4748c6b0d1195d2e44623f,89.0,M,717.0,53000.0,65.25999999999999,10.0,7,1,3,0.3333333333333333
39617ba92d4c4de8802669c02da1b1b5,82.0,O,227.0,46000.0,29.220000000000002,3.0,8,1,4,0.25
3966806a938b466bba287ee9fbcf1a37,44.0,M,726.0,36000.0,133.79,25.0,15,3,4,0.75
