time,offer_id,person,event,reward_x,offer_type,validity_0,validity_1,gender,age,became_member_on,income,generation,loyality
558,f19421c1d4aa40978ebb69ca19b0e20d,0e1d61a719e54bf596e45f1b4948b3d0,offer completed,5.0,bogo,1,1,F,60.0,2017-06-13,96000.0,50s,408.0
468,f19421c1d4aa40978ebb69ca19b0e20d,0e28b22b5f68463baff0f9e4d8353797,offer completed,5.0,bogo,1,1,M,68.0,2016-06-25,52000.0,60s,761.0
672,fafdcd668e3743c1bb461111dcafc2a4,0e28b22b5f68463baff0f9e4d8353797,offer completed,2.0,discount,1,1,M,68.0,2016-06-25,52000.0,60s,761.0
186,2298d6c36e964ae4a3e7e9706d1fb8c2,0e2a283e9c2247678cd7fb69009b13ac,offer completed,3.0,discount,1,1,F,74.0,2015-08-31,64000.0,70s,1060.0
444,9b98b8c7a33c4b65b9aebfe6a799e6d9,0e2a283e9c2247678cd7fb69009b13ac,offer completed,5.0,bogo,1,1,F,74.0,2015-08-31,64000.0,70s,1060.0
408,4d5c57ea9a6940dd891ad53e9dbe8da0,0e389daa5f5b428489ddabfdc0eb9f7b,offer completed,10.0,bogo,1,1,F,62.0,2017-11-08,74000.0,60s,260.0
552,4d5c57ea9a6940dd891ad53e9dbe8da0,0e389daa5f5b428489ddabfdc0eb9f7b,offer completed,10.0,bogo,1,1,F,62.0,2017-11-08,74000.0,60s,260.0
630,9b98b8c7a33c4b65b9aebfe6a799e6d9,0e389daa5f5b428489ddabfdc0eb9f7b,offer completed,5.0,bogo,1,1,F,62.0,2017-11-08,74000.0,60s,260.0
612,4d5c57ea9a6940dd891ad53e9dbe8da0,0e3b4b66438c4b52a1b050daa1ae8cc7,offer completed,10.0,bogo,1,1,F,85.0,2016-02-08,77000.0,80s,899.0
486,9b98b8c7a33c4b65b9aebfe6a799e6d9,0e3dc1b57ab447199f7e7f223981a37c,offer completed,5.0,bogo,1,1,F,36.0,2017-11-13,85000.0,30s,255.0
534,9b98b8c7a33c4b65b9aebfe6a799e6d9,0e3dc1b57ab447199f7e7f223981a37c,offer completed,5.0,bogo,1,1,F,36.0,2017-11-13,85000.0,30s,255.0
600,2298d6c36e964ae4a3e7e9706d1fb8c2,0e4e14ea66044a9eaee0b5efbff6ca62,offer completed,3.0,discount,1,1,M,37.0,2016-04-20,64000.0,30s,827.0
96,9b98b8c7a33c4b65b9aebfe6a799e6d9,0e5b96f4d09a4bad94da8b04b0ed9a4e,offer completed,5.0,bogo,1,1,M,48.0,2014-08-01,94000.0,40s,1455.0
696,4d5c57ea9a6940dd891ad53e9dbe8da0,0e5b96f4d09a4bad94da8b04b0ed9a4e,offer completed,10.0,bogo,1,1,M,48.0,2014-08-01,94000.0,40s,1455.0
18,2298d6c36e964ae4a3e7e9706d1fb8c2,0e6d0e08329c4d0c90987d234f0983d2,offer completed,3.0,discount,1,1,F,65.0,2016-03-25,51000.0,60s,853.0
228,9b98b8c7a33c4b65b9aebfe6a799e6d9,0e6d0e08329c4d0c90987d234f0983d2,offer completed,5.0,bogo,1,1,F,65.0,2016-03-25,51000.0,60s,853.0
408,f19421c1d4aa40978ebb69ca19b0e20d,0e6d0e08329c4d0c90987d234f0983d2,offer completed,5.0,bogo,1,1,F,65.0,2016-03-25,51000.0,60s,853.0
606,9b98b8c7a33c4b65b9aebfe6a799e6d9,0e6d0e08329c4d0c90987d234f0983d2,offer completed,5.0,bogo,1,1,F,65.0,2016-03-25,51000.0,60s,853.0
138,0b1e1539f2cc45b7b9fa7c272da2e1d7,0e6e271d144946de863574da082c1837,offer completed,5.0,discount,1,1,M,51.0,2014-07-24,77000.0,50s,1463.0
174,4d5c57ea9a6940dd891ad53e9dbe8da0,0e6e271d144946de863574da082c1837,offer completed,10.0,bogo,1,1,M,51.0,2014-07-24,77000.0,50s,1463.0
498,0b1e1539f2cc45b7b9fa7c272da2e1d7,0e6e271d144946de863574da082c1837,offer completed,5.0,discount,1,1,M,51.0,2014-07-24,77000.0,50s,1463.0
174,fafdcd668e3743c1bb461111dcafc2a4,0e6f81eb2b924f55abc1d7ddcf9e0424,offer completed,2.0,discount,1,1,M,45.0,2018-04-22,96000.0,40s,95.0
132,2906b810c7d4411798c6938adc9daaa5,0e72fad934a74c2c97a98c525d64f738,offer completed,2.0,discount,1,1,F,59.0,2018-01-16,59000.0,50s,191.0
240,ae264e3637204a6fb9bb56bc8210ddfd,0e72fad934a74c2c97a98c525d64f738,offer completed,10.0,bogo,1,1,F,59.0,2018-01-16,59000.0,50s,191.0
366,2298d6c36e964ae4a3e7e9706d1fb8c2,0e72fad934a74c2c97a98c525d64f738,offer completed,3.0,discount,1,1,F,59.0,2018-01-16,59000.0,50s,191.0
204,fafdcd668e3743c1bb461111dcafc2a4,0e7599f5c84247ea82c1495180158042,offer completed,2.0,discount,1,1,M,43.0,2016-04-20,80000.0,40s,827.0
348,fafdcd668e3743c1bb461111dcafc2a4,0e7599f5c84247ea82c1495180158042,offer completed,2.0,discount,1,1,M,43.0,2016-04-20,80000.0,40s,827.0
48,9b98b8c7a33c4b65b9aebfe6a799e6d9,0e75eea1fe5d40dd822e9f311738400e,offer completed,5.0,bogo,1,1,M,55.0,2016-04-03,81000.0,50s,844.0
300,2906b810c7d4411798c6938adc9daaa5,0e75eea1fe5d40dd822e9f311738400e,offer completed,2.0,discount,1,1,M,55.0,2016-04-03,81000.0,50s,844.0
456,ae264e3637204a6fb9bb56bc8210ddfd,0e75eea1fe5d40dd822e9f311738400e,offer completed,10.0,bogo,1,1,M,55.0,2016-04-03,81000.0,50s,844.0
618,2298d6c36e964ae4a3e7e9706d1fb8c2,0e75eea1fe5d40dd822e9f311738400e,offer completed,3.0,discount,1,1,M,55.0,2016-04-03,81000.0,50s,844.0
660,f19421c1d4aa40978ebb69ca19b0e20d,0e7642435a514809ab74563c86245c61,offer completed,5.0,bogo,1,1,F,80.0,2018-04-16,105000.0,70s,101.0
438,4d5c57ea9a6940dd891ad53e9dbe8da0,0e7a9c1d1ebd4ed4a77dee9edaad8093,offer completed,10.0,bogo,1,1,F,48.0,2017-03-01,33000.0,40s,512.0
660,f19421c1d4aa40978ebb69ca19b0e20d,0e7a9c1d1ebd4ed4a77dee9edaad8093,offer completed,5.0,bogo,1,1,F,48.0,2017-03-01,33000.0,40s,512.0
78,fafdcd668e3743c1bb461111dcafc2a4,0e7dbeabb5bb42ccafdca4aa7f155485,offer completed,2.0,discount,1,1,M,28.0,2015-12-06,50000.0,20s,963.0
60,f19421c1d4aa40978ebb69ca19b0e20d,0e7e49b5e82f4003a070c7ba7e5c41ba,offer completed,5.0,bogo,1,1,F,73.0,2016-03-12,83000.0,70s,866.0
150,2298d6c36e964ae4a3e7e9706d1fb8c2,0e7f9c775784453d8504e4a480d56c8e,offer completed,3.0,discount,1,1,M,80.0,2014-03-30,51000.0,70s,1579.0
336,fafdcd668e3743c1bb461111dcafc2a4,0e7f9c775784453d8504e4a480d56c8e,offer completed,2.0,discount,1,1,M,80.0,2014-03-30,51000.0,70s,1579.0
534,2298d6c36e964ae4a3e7e9706d1fb8c2,0e7f9c775784453d8504e4a480d56c8e,offer completed,3.0,discount,1,1,M,80.0,2014-03-30,51000.0,70s,1579.0
24,0b1e1539f2cc45b7b9fa7c272da2e1d7,0e845251823e427c90265e3ca04f1e2f,offer completed,5.0,discount,1,1,M,37.0,2016-05-31,75000.0,30s,786.0
372,0b1e1539f2cc45b7b9fa7c272da2e1d7,0e845251823e427c90265e3ca04f1e2f,offer completed,5.0,discount,1,1,M,37.0,2016-05-31,75000.0,30s,786.0
540,2906b810c7d4411798c6938adc9daaa5,0e845251823e427c90265e3ca04f1e2f,offer completed,2.0,discount,1,1,M,37.0,2016-05-31,75000.0,30s,786.0
594,4d5c57ea9a6940dd891ad53e9dbe8da0,0e845251823e427c90265e3ca04f1e2f,offer completed,10.0,bogo,1,1,M,37.0,2016-05-31,75000.0,30s,786.0
108,2298d6c36e964ae4a3e7e9706d1fb8c2,0e881591e52e48c6bf80c9e02e6a2aa8,offer completed,3.0,discount,1,1,F,24.0,2015-02-27,67000.0,20s,1245.0
312,ae264e3637204a6fb9bb56bc8210ddfd,0e881591e52e48c6bf80c9e02e6a2aa8,offer completed,10.0,bogo,1,1,F,24.0,2015-02-27,67000.0,20s,1245.0
624,f19421c1d4aa40978ebb69ca19b0e20d,0e881591e52e48c6bf80c9e02e6a2aa8,offer completed,5.0,bogo,1,1,F,24.0,2015-02-27,67000.0,20s,1245.0
144,2298d6c36e964ae4a3e7e9706d1fb8c2,0e957fd8c76e40b8bf5beb169a575412,offer completed,3.0,discount,1,1,M,61.0,2016-04-19,72000.0,60s,828.0
366,fafdcd668e3743c1bb461111dcafc2a4,0ea0f06e30bf4802afd33b531f871e6e,offer completed,2.0,discount,1,1,M,63.0,2016-09-23,90000.0,60s,671.0
270,2906b810c7d4411798c6938adc9daaa5,0ea1f0bb1ba245abbf709b962d326dd7,offer completed,2.0,discount,1,1,M,49.0,2016-10-09,89000.0,40s,655.0
354,2906b810c7d4411798c6938adc9daaa5,0ea1f0bb1ba245abbf709b962d326dd7,offer completed,2.0,discount,1,1,M,49.0,2016-10-09,89000.0,40s,655.0
558,2906b810c7d4411798c6938adc9daaa5,0ea1f0bb1ba245abbf709b962d326dd7,offer completed,2.0,discount,1,1,M,49.0,2016-10-09,89000.0,40s,655.0
600,f19421c1d4aa40978ebb69ca19b0e20d,0eaa9e50ca864649b365f7da4121ed31,offer completed,5.0,bogo,1,1,F,60.0,2015-10-07,81000.0,50s,1023.0
114,2906b810c7d4411798c6938adc9daaa5,0eab0b968b7e46898abd1567ad1f7539,offer completed,2.0,discount,1,1,M,68.0,2015-02-24,73000.0,60s,1248.0
276,ae264e3637204a6fb9bb56bc8210ddfd,0eab0b968b7e46898abd1567ad1f7539,offer completed,10.0,bogo,1,1,M,68.0,2015-02-24,73000.0,60s,1248.0
432,4d5c57ea9a6940dd891ad53e9dbe8da0,0eab0b968b7e46898abd1567ad1f7539,offer completed,10.0,bogo,1,1,M,68.0,2015-02-24,73000.0,60s,1248.0
636,4d5c57ea9a6940dd891ad53e9dbe8da0,0eab0b968b7e46898abd1567ad1f7539,offer completed,10.0,bogo,1,1,M,68.0,2015-02-24,73000.0,60s,1248.0
588,fafdcd668e3743c1bb461111dcafc2a4,0eaf4d62f1254762a37507c33aff24dc,offer completed,2.0,discount,1,1,F,39.0,2018-05-15,85000.0,30s,72.0
246,ae264e3637204a6fb9bb56bc8210ddfd,0eb51351d07c4bdba4ed8db8b3fb2392,offer completed,10.0,bogo,1,1,F,54.0,2017-08-09,55000.0,50s,351.0
546,fafdcd668e3743c1bb461111dcafc2a4,0eb51351d07c4bdba4ed8db8b3fb2392,offer completed,2.0,discount,1,1,F,54.0,2017-08-09,55000.0,50s,351.0
108,fafdcd668e3743c1bb461111dcafc2a4,0ebc3c4c39234ab6a2701fe2525705a9,offer completed,2.0,discount,1,1,M,43.0,2016-09-10,41000.0,40s,684.0
336,9b98b8c7a33c4b65b9aebfe6a799e6d9,0ebc3c4c39234ab6a2701fe2525705a9,offer completed,5.0,bogo,1,1,M,43.0,2016-09-10,41000.0,40s,684.0
618,fafdcd668e3743c1bb461111dcafc2a4,0ebc3c4c39234ab6a2701fe2525705a9,offer completed,2.0,discount,1,1,M,43.0,2016-09-10,41000.0,40s,684.0
444,4d5c57ea9a6940dd891ad53e9dbe8da0,0ebe2aec9774444a9be339aadbb817b4,offer completed,10.0,bogo,1,1,F,72.0,2017-11-23,106000.0,70s,245.0
18,2298d6c36e964ae4a3e7e9706d1fb8c2,0ec49da4a6d54229ad3c450cba7701f4,offer completed,3.0,discount,1,1,F,38.0,2017-10-08,50000.0,30s,291.0
180,4d5c57ea9a6940dd891ad53e9dbe8da0,0ec49da4a6d54229ad3c450cba7701f4,offer completed,10.0,bogo,1,1,F,38.0,2017-10-08,50000.0,30s,291.0
414,2298d6c36e964ae4a3e7e9706d1fb8c2,0ec49da4a6d54229ad3c450cba7701f4,offer completed,3.0,discount,1,1,F,38.0,2017-10-08,50000.0,30s,291.0
516,f19421c1d4aa40978ebb69ca19b0e20d,0ec92c145b6e46e4b453b0a12099b404,offer completed,5.0,bogo,1,1,F,51.0,2018-04-12,35000.0,50s,105.0
636,2906b810c7d4411798c6938adc9daaa5,0eca500cc9b449f2a134bcd37990d539,offer completed,2.0,discount,1,1,M,43.0,2018-03-27,31000.0,40s,121.0
432,2298d6c36e964ae4a3e7e9706d1fb8c2,0ecc8a63f8ce437aaec064b14cd5813f,offer completed,3.0,discount,1,1,F,82.0,2016-06-04,81000.0,80s,782.0
648,fafdcd668e3743c1bb461111dcafc2a4,0ecc8a63f8ce437aaec064b14cd5813f,offer completed,2.0,discount,1,1,F,82.0,2016-06-04,81000.0,80s,782.0
204,fafdcd668e3743c1bb461111dcafc2a4,0ed8629b96cf4b1bb5d7375660cd9b04,offer completed,2.0,discount,1,1,F,25.0,2017-06-22,50000.0,20s,399.0
402,4d5c57ea9a6940dd891ad53e9dbe8da0,0ed8629b96cf4b1bb5d7375660cd9b04,offer completed,10.0,bogo,1,1,F,25.0,2017-06-22,50000.0,20s,399.0
606,2298d6c36e964ae4a3e7e9706d1fb8c2,0ed8629b96cf4b1bb5d7375660cd9b04,offer completed,3.0,discount,1,1,F,25.0,2017-06-22,50000.0,20s,399.0
606,4d5c57ea9a6940dd891ad53e9dbe8da0,0ed8629b96cf4b1bb5d7375660cd9b04,offer completed,10.0,bogo,1,1,F,25.0,2017-06-22,50000.0,20s,399.0
462,2298d6c36e964ae4a3e7e9706d1fb8c2,0eda310a2b0c4e808af13f68afc81eea,offer completed,3.0,discount,1,1,M,76.0,2017-09-21,40000.0,70s,308.0
438,2298d6c36e964ae4a3e7e9706d1fb8c2,0edd6d3a7fdc444d9a00efe6a024e925,offer completed,3.0,discount,1,1,F,82.0,2017-02-26,65000.0,80s,515.0
570,2298d6c36e964ae4a3e7e9706d1fb8c2,0edd6d3a7fdc444d9a00efe6a024e925,offer completed,3.0,discount,1,1,F,82.0,2017-02-26,65000.0,80s,515.0
18,4d5c57ea9a6940dd891ad53e9dbe8da0,0ee730ab06b448d29aff60a13d0709dc,offer completed,10.0,bogo,1,1,F,46.0,2017-07-07,82000.0,40s,384.0
414,9b98b8c7a33c4b65b9aebfe6a799e6d9,0ee730ab06b448d29aff60a13d0709dc,offer completed,5.0,bogo,1,1,F,46.0,2017-07-07,82000.0,40s,384.0
510,ae264e3637204a6fb9bb56bc8210ddfd,0ee730ab06b448d29aff60a13d0709dc,offer completed,10.0,bogo,1,1,F,46.0,2017-07-07,82000.0,40s,384.0
630,9b98b8c7a33c4b65b9aebfe6a799e6d9,0ee730ab06b448d29aff60a13d0709dc,offer completed,5.0,bogo,1,1,F,46.0,2017-07-07,82000.0,40s,384.0
96,2298d6c36e964ae4a3e7e9706d1fb8c2,0eea703cbb0a47eeace88cfcde0ac89a,offer completed,3.0,discount,1,1,F,68.0,2017-12-04,110000.0,60s,234.0
36,fafdcd668e3743c1bb461111dcafc2a4,0ef5270c4e634eccbfcf23a172921a8d,offer completed,2.0,discount,1,1,M,30.0,2016-11-19,31000.0,20s,614.0
198,fafdcd668e3743c1bb461111dcafc2a4,0ef5270c4e634eccbfcf23a172921a8d,offer completed,2.0,discount,1,1,M,30.0,2016-11-19,31000.0,20s,614.0
342,4d5c57ea9a6940dd891ad53e9dbe8da0,0ef5270c4e634eccbfcf23a172921a8d,offer completed,10.0,bogo,1,1,M,30.0,2016-11-19,31000.0,20s,614.0
534,2906b810c7d4411798c6938adc9daaa5,0ef5270c4e634eccbfcf23a172921a8d,offer completed,2.0,discount,1,1,M,30.0,2016-11-19,31000.0,20s,614.0
630,2298d6c36e964ae4a3e7e9706d1fb8c2,0ef5270c4e634eccbfcf23a172921a8d,offer completed,3.0,discount,1,1,M,30.0,2016-11-19,31000.0,20s,614.0
378,f19421c1d4aa40978ebb69ca19b0e20d,0efb3efdcd0d4d8296e1c47265b07660,offer completed,5.0,bogo,1,1,M,50.0,2015-10-30,92000.0,40s,1000.0
648,4d5c57ea9a6940dd891ad53e9dbe8da0,0efb3efdcd0d4d8296e1c47265b07660,offer completed,10.0,bogo,1,1,M,50.0,2015-10-30,92000.0,40s,1000.0
606,f19421c1d4aa40978ebb69ca19b0e20d,0eff8ea94ef445e09ce45cb22e5f09f8,offer completed,5.0,bogo,1,1,M,19.0,2018-03-02,67000.0,10s,146.0
498,ae264e3637204a6fb9bb56bc8210ddfd,0f0c770d5eaa4ebe9ca67f8c5c240f76,offer completed,10.0,bogo,1,1,F,55.0,2016-01-05,77000.0,50s,933.0
654,0b1e1539f2cc45b7b9fa7c272da2e1d7,0f0c770d5eaa4ebe9ca67f8c5c240f76,offer completed,5.0,discount,1,1,F,55.0,2016-01-05,77000.0,50s,933.0
444,ae264e3637204a6fb9bb56bc8210ddfd,0f1423b731ae48a2a82253abfc8d8c54,offer completed,10.0,bogo,1,1,F,72.0,2017-10-11,118000.0,70s,288.0
630,4d5c57ea9a6940dd891ad53e9dbe8da0,0f1423b731ae48a2a82253abfc8d8c54,offer completed,10.0,bogo,1,1,F,72.0,2017-10-11,118000.0,70s,288.0
90,4d5c57ea9a6940dd891ad53e9dbe8da0,0f14c97e012049359320876b8dffef58,offer completed,10.0,bogo,1,1,F,48.0,2017-06-09,114000.0,40s,412.0
216,9b98b8c7a33c4b65b9aebfe6a799e6d9,0f14c97e012049359320876b8dffef58,offer completed,5.0,bogo,1,1,F,48.0,2017-06-09,114000.0,40s,412.0
246,2906b810c7d4411798c6938adc9daaa5,0f1927ad064b43f4ae26d06a9d52416f,offer completed,2.0,discount,1,1,F,40.0,2018-04-25,56000.0,30s,92.0
606,fafdcd668e3743c1bb461111dcafc2a4,0f1927ad064b43f4ae26d06a9d52416f,offer completed,2.0,discount,1,1,F,40.0,2018-04-25,56000.0,30s,92.0
120,f19421c1d4aa40978ebb69ca19b0e20d,0f1a6784bf944bd886e4ddcbd229a224,offer completed,5.0,bogo,1,1,F,49.0,2018-02-12,68000.0,40s,164.0
402,ae264e3637204a6fb9bb56bc8210ddfd,0f1a6784bf944bd886e4ddcbd229a224,offer completed,10.0,bogo,1,1,F,49.0,2018-02-12,68000.0,40s,164.0
714,ae264e3637204a6fb9bb56bc8210ddfd,0f1d40baf5fd438ea8d699a721467c1b,offer completed,10.0,bogo,1,1,F,56.0,2017-12-31,76000.0,50s,207.0
180,fafdcd668e3743c1bb461111dcafc2a4,0f1fe763ba994fe2b415920a6410507e,offer completed,2.0,discount,1,1,,,,,,
18,4d5c57ea9a6940dd891ad53e9dbe8da0,0f2c815583284499a7045ebb875a4237,offer completed,10.0,bogo,1,1,M,39.0,2017-01-26,57000.0,30s,546.0
594,9b98b8c7a33c4b65b9aebfe6a799e6d9,0f2c815583284499a7045ebb875a4237,offer completed,5.0,bogo,1,1,M,39.0,2017-01-26,57000.0,30s,546.0
156,2298d6c36e964ae4a3e7e9706d1fb8c2,0f323f6a9ad945fa9fdf0a9085c39ed4,offer completed,3.0,discount,1,1,F,52.0,2017-12-23,78000.0,50s,215.0
378,2298d6c36e964ae4a3e7e9706d1fb8c2,0f323f6a9ad945fa9fdf0a9085c39ed4,offer completed,3.0,discount,1,1,F,52.0,2017-12-23,78000.0,50s,215.0
504,2906b810c7d4411798c6938adc9daaa5,0f323f6a9ad945fa9fdf0a9085c39ed4,offer completed,2.0,discount,1,1,F,52.0,2017-12-23,78000.0,50s,215.0
522,2298d6c36e964ae4a3e7e9706d1fb8c2,0f45882b7ebf44be98626ba118e034a4,offer completed,3.0,discount,1,1,M,58.0,2015-09-15,75000.0,50s,1045.0
450,f19421c1d4aa40978ebb69ca19b0e20d,0f46a272dd8b4b789e31f910653fc8f4,offer completed,5.0,bogo,1,1,F,63.0,2016-06-27,88000.0,60s,759.0
0,f19421c1d4aa40978ebb69ca19b0e20d,0f4a68826e204f45be2a1103dcc5b014,offer completed,5.0,bogo,1,1,M,30.0,2017-06-07,59000.0,20s,414.0
528,fafdcd668e3743c1bb461111dcafc2a4,0f4a68826e204f45be2a1103dcc5b014,offer completed,2.0,discount,1,1,M,30.0,2017-06-07,59000.0,20s,414.0
582,f19421c1d4aa40978ebb69ca19b0e20d,0f4a68826e204f45be2a1103dcc5b014,offer completed,5.0,bogo,1,1,M,30.0,2017-06-07,59000.0,20s,414.0
24,ae264e3637204a6fb9bb56bc8210ddfd,0f4a7a715cfc440796175a7c5afb168f,offer completed,10.0,bogo,1,1,F,62.0,2017-07-03,96000.0,60s,388.0
180,f19421c1d4aa40978ebb69ca19b0e20d,0f4a7a715cfc440796175a7c5afb168f,offer completed,5.0,bogo,1,1,F,62.0,2017-07-03,96000.0,60s,388.0
528,4d5c57ea9a6940dd891ad53e9dbe8da0,0f4a7a715cfc440796175a7c5afb168f,offer completed,10.0,bogo,1,1,F,62.0,2017-07-03,96000.0,60s,388.0
540,f19421c1d4aa40978ebb69ca19b0e20d,0f4ea68d60614ce2a683c039425f160c,offer completed,5.0,bogo,1,1,M,68.0,2017-10-09,46000.0,60s,290.0
570,0b1e1539f2cc45b7b9fa7c272da2e1d7,0f4ea68d60614ce2a683c039425f160c,offer completed,5.0,discount,1,1,M,68.0,2017-10-09,46000.0,60s,290.0
252,4d5c57ea9a6940dd891ad53e9dbe8da0,0f514f07701a4ae99075ba8826c9ba44,offer completed,10.0,bogo,1,1,F,62.0,2017-10-14,86000.0,60s,285.0
492,2906b810c7d4411798c6938adc9daaa5,0f514f07701a4ae99075ba8826c9ba44,offer completed,2.0,discount,1,1,F,62.0,2017-10-14,86000.0,60s,285.0
582,2298d6c36e964ae4a3e7e9706d1fb8c2,0f514f07701a4ae99075ba8826c9ba44,offer completed,3.0,discount,1,1,F,62.0,2017-10-14,86000.0,60s,285.0
582,f19421c1d4aa40978ebb69ca19b0e20d,0f514f07701a4ae99075ba8826c9ba44,offer completed,5.0,bogo,1,1,F,62.0,2017-10-14,86000.0,60s,285.0
210,2298d6c36e964ae4a3e7e9706d1fb8c2,0f54094029ca4107bfd36203aeb3ed14,offer completed,3.0,discount,1,1,M,67.0,2017-08-28,50000.0,60s,332.0
642,0b1e1539f2cc45b7b9fa7c272da2e1d7,0f5cb923d0a74415aca9ce5dd0c60e46,offer completed,5.0,discount,1,1,F,50.0,2017-08-04,76000.0,40s,356.0
246,ae264e3637204a6fb9bb56bc8210ddfd,0f5cd14cf15242bfabac7836af6b1653,offer completed,10.0,bogo,1,1,M,78.0,2017-09-21,93000.0,70s,308.0
426,4d5c57ea9a6940dd891ad53e9dbe8da0,0f5cd14cf15242bfabac7836af6b1653,offer completed,10.0,bogo,1,1,M,78.0,2017-09-21,93000.0,70s,308.0
510,ae264e3637204a6fb9bb56bc8210ddfd,0f5cd14cf15242bfabac7836af6b1653,offer completed,10.0,bogo,1,1,M,78.0,2017-09-21,93000.0,70s,308.0
576,fafdcd668e3743c1bb461111dcafc2a4,0f5cd14cf15242bfabac7836af6b1653,offer completed,2.0,discount,1,1,M,78.0,2017-09-21,93000.0,70s,308.0
588,9b98b8c7a33c4b65b9aebfe6a799e6d9,0f637145a20445b1bfb484df49062340,offer completed,5.0,bogo,1,1,F,54.0,2017-12-07,112000.0,50s,231.0
168,f19421c1d4aa40978ebb69ca19b0e20d,0f6496ef526940d3a2e091ed2a3056d7,offer completed,5.0,bogo,1,1,F,40.0,2016-12-27,66000.0,30s,576.0
348,2298d6c36e964ae4a3e7e9706d1fb8c2,0f6496ef526940d3a2e091ed2a3056d7,offer completed,3.0,discount,1,1,F,40.0,2016-12-27,66000.0,30s,576.0
456,fafdcd668e3743c1bb461111dcafc2a4,0f6496ef526940d3a2e091ed2a3056d7,offer completed,2.0,discount,1,1,F,40.0,2016-12-27,66000.0,30s,576.0
552,0b1e1539f2cc45b7b9fa7c272da2e1d7,0f6cf9619c4341e89a099e951300a2ea,offer completed,5.0,discount,1,1,F,62.0,2016-12-23,56000.0,60s,580.0
624,2906b810c7d4411798c6938adc9daaa5,0f6cf9619c4341e89a099e951300a2ea,offer completed,2.0,discount,1,1,F,62.0,2016-12-23,56000.0,60s,580.0
144,9b98b8c7a33c4b65b9aebfe6a799e6d9,0f6d41cb9bd144e3b091286856d12f5c,offer completed,5.0,bogo,1,1,,,,,,
606,2906b810c7d4411798c6938adc9daaa5,0f6ff347c72c45ecb8a10010061419cb,offer completed,2.0,discount,1,1,F,22.0,2017-12-14,36000.0,20s,224.0
606,2298d6c36e964ae4a3e7e9706d1fb8c2,0f6ff347c72c45ecb8a10010061419cb,offer completed,3.0,discount,1,1,F,22.0,2017-12-14,36000.0,20s,224.0
648,2298d6c36e964ae4a3e7e9706d1fb8c2,0f7594c807334a22a181ffe7a0e6f1b9,offer completed,3.0,discount,1,1,M,48.0,2017-09-08,51000.0,40s,321.0
132,0b1e1539f2cc45b7b9fa7c272da2e1d7,0f792a0ea8cb4a6c86cf52c055f1510f,offer completed,5.0,discount,1,1,F,56.0,2016-02-14,70000.0,50s,893.0
426,2298d6c36e964ae4a3e7e9706d1fb8c2,0f792a0ea8cb4a6c86cf52c055f1510f,offer completed,3.0,discount,1,1,F,56.0,2016-02-14,70000.0,50s,893.0
546,0b1e1539f2cc45b7b9fa7c272da2e1d7,0f792a0ea8cb4a6c86cf52c055f1510f,offer completed,5.0,discount,1,1,F,56.0,2016-02-14,70000.0,50s,893.0
594,4d5c57ea9a6940dd891ad53e9dbe8da0,0f792a0ea8cb4a6c86cf52c055f1510f,offer completed,10.0,bogo,1,1,F,56.0,2016-02-14,70000.0,50s,893.0
402,4d5c57ea9a6940dd891ad53e9dbe8da0,0f805acee74a41569d7a467285231bf0,offer completed,10.0,bogo,1,1,F,64.0,2017-10-03,111000.0,60s,296.0
498,4d5c57ea9a6940dd891ad53e9dbe8da0,0f805acee74a41569d7a467285231bf0,offer completed,10.0,bogo,1,1,F,64.0,2017-10-03,111000.0,60s,296.0
648,fafdcd668e3743c1bb461111dcafc2a4,0f947d450cb4409b8084bb342cfc895e,offer completed,2.0,discount,1,1,,,,,,
318,2298d6c36e964ae4a3e7e9706d1fb8c2,0fa15afeba8742808fac651d0611a018,offer completed,3.0,discount,1,1,,,,,,
372,4d5c57ea9a6940dd891ad53e9dbe8da0,0fa904f04da74ef5bd2bd52cd22fc792,offer completed,10.0,bogo,1,1,F,52.0,2016-08-20,97000.0,50s,705.0
54,fafdcd668e3743c1bb461111dcafc2a4,0fa9cb0814914f778995e061d4460e1a,offer completed,2.0,discount,1,1,M,51.0,2016-03-16,53000.0,50s,862.0
594,2298d6c36e964ae4a3e7e9706d1fb8c2,0fa9cb0814914f778995e061d4460e1a,offer completed,3.0,discount,1,1,M,51.0,2016-03-16,53000.0,50s,862.0
714,2906b810c7d4411798c6938adc9daaa5,0fa9cb0814914f778995e061d4460e1a,offer completed,2.0,discount,1,1,M,51.0,2016-03-16,53000.0,50s,862.0
552,2906b810c7d4411798c6938adc9daaa5,0faa918444744117808623014e14ce7e,offer completed,2.0,discount,1,1,M,34.0,2015-04-29,52000.0,30s,1184.0
618,f19421c1d4aa40978ebb69ca19b0e20d,0faa918444744117808623014e14ce7e,offer completed,5.0,bogo,1,1,M,34.0,2015-04-29,52000.0,30s,1184.0
444,ae264e3637204a6fb9bb56bc8210ddfd,0fc637442b954432b13c360af61d4256,offer completed,10.0,bogo,1,1,F,43.0,2015-08-03,57000.0,40s,1088.0
510,4d5c57ea9a6940dd891ad53e9dbe8da0,0fc637442b954432b13c360af61d4256,offer completed,10.0,bogo,1,1,F,43.0,2015-08-03,57000.0,40s,1088.0
222,0b1e1539f2cc45b7b9fa7c272da2e1d7,0fc77fd7b2b24809826e1d3825fed3d8,offer completed,5.0,discount,1,1,F,40.0,2017-07-21,84000.0,30s,370.0
