person,offer_id,time,event,reward_x,amount,offer_type,view,complete,gender,age,became_member_on,income,loyalty
04f1f44632cd409cace939fa62b5fc7a,4d5c57ea9a6940dd891ad53e9dbe8da0,582,offer completed,10.0,,bogo,1,1,F,57.0,2016-08-26,73000.0,699.0
04f2e86f182d4fc4b7b1a1858c280a38,0b1e1539f2cc45b7b9fa7c272da2e1d7,462,offer completed,5.0,,discount,1,1,M,75.0,2014-07-12,84000.0,1475.0
04fb6b47e11640139f3ef5d74d7a79a1,2298d6c36e964ae4a3e7e9706d1fb8c2,24,offer completed,3.0,,discount,1,1,F,46.0,2017-09-28,78000.0,301.0
04fb6b47e11640139f3ef5d74d7a79a1,2906b810c7d4411798c6938adc9daaa5,210,offer completed,2.0,,discount,1,1,F,46.0,2017-09-28,78000.0,301.0
04fb6b47e11640139f3ef5d74d7a79a1,2906b810c7d4411798c6938adc9daaa5,354,offer completed,2.0,,discount,1,1,F,46.0,2017-09-28,78000.0,301.0
04fcbc5e1faf4b7bba20116ecb30ca17,4d5c57ea9a6940dd891ad53e9dbe8da0,30,offer completed,10.0,,bogo,1,1,F,20.0,2017-10-11,46000.0,288.0
04fcbc5e1faf4b7bba20116ecb30ca17,2906b810c7d4411798c6938adc9daaa5,210,offer completed,2.0,,discount,1,1,F,20.0,2017-10-11,46000.0,288.0
04fcbc5e1faf4b7bba20116ecb30ca17,f19421c1d4aa40978ebb69ca19b0e20d,456,offer completed,5.0,,bogo,1,1,F,20.0,2017-10-11,46000.0,288.0
05018c82b3d241328a5b0558dada3286,0b1e1539f2cc45b7b9fa7c272da2e1d7,510,offer completed,5.0,,discount,1,1,M,72.0,2017-11-04,91000.0,264.0
05037de294c540d3ba92aa627b992066,fafdcd668e3743c1bb461111dcafc2a4,594,offer completed,2.0,,discount,1,1,M,28.0,2015-05-30,62000.0,1153.0
050cdb2d5b4b4bb3b1c612e17e0e8c1b,ae264e3637204a6fb9bb56bc8210ddfd,240,offer completed,10.0,,bogo,1,1,M,51.0,2017-02-19,67000.0,522.0
050cdb2d5b4b4bb3b1c612e17e0e8c1b,f19421c1d4aa40978ebb69ca19b0e20d,612,offer completed,5.0,,bogo,1,1,M,51.0,2017-02-19,67000.0,522.0
050cdb2d5b4b4bb3b1c612e17e0e8c1b,2298d6c36e964ae4a3e7e9706d1fb8c2,612,offer completed,3.0,,discount,1,1,M,51.0,2017-02-19,67000.0,522.0
051006a0cddf40e0a973d9317c032086,2298d6c36e964ae4a3e7e9706d1fb8c2,48,offer completed,3.0,,discount,1,1,M,27.0,2014-04-15,33000.0,1563.0
051006a0cddf40e0a973d9317c032086,2298d6c36e964ae4a3e7e9706d1fb8c2,612,offer completed,3.0,,discount,1,1,M,27.0,2014-04-15,33000.0,1563.0
051066a2c1284e23a1e3a2cc1389f23f,4d5c57ea9a6940dd891ad53e9dbe8da0,456,offer completed,10.0,,bogo,1,1,M,22.0,2016-02-26,31000.0,881.0
051066a2c1284e23a1e3a2cc1389f23f,ae264e3637204a6fb9bb56bc8210ddfd,456,offer completed,10.0,,bogo,1,1,M,22.0,2016-02-26,31000.0,881.0
051066a2c1284e23a1e3a2cc1389f23f,ae264e3637204a6fb9bb56bc8210ddfd,552,offer completed,10.0,,bogo,1,1,M,22.0,2016-02-26,31000.0,881.0
051066a2c1284e23a1e3a2cc1389f23f,f19421c1d4aa40978ebb69ca19b0e20d,594,offer completed,5.0,,bogo,1,1,M,22.0,2016-02-26,31000.0,881.0
0517e2aca44d4327875c3bb8478e492e,2298d6c36e964ae4a3e7e9706d1fb8c2,234,offer completed,3.0,,discount,1,1,F,45.0,2017-08-23,40000.0,337.0
0517e2aca44d4327875c3bb8478e492e,2906b810c7d4411798c6938adc9daaa5,450,offer completed,2.0,,discount,1,1,F,45.0,2017-08-23,40000.0,337.0
051e221bbd75481c8d935f6adcee2edc,fafdcd668e3743c1bb461111dcafc2a4,6,offer completed,2.0,,discount,1,1,M,76.0,2016-07-05,69000.0,751.0
051e221bbd75481c8d935f6adcee2edc,fafdcd668e3743c1bb461111dcafc2a4,408,offer completed,2.0,,discount,1,1,M,76.0,2016-07-05,69000.0,751.0
051e221bbd75481c8d935f6adcee2edc,fafdcd668e3743c1bb461111dcafc2a4,576,offer completed,2.0,,discount,1,1,M,76.0,2016-07-05,69000.0,751.0
05298f5390c7417c8dbbcbef9f081800,f19421c1d4aa40978ebb69ca19b0e20d,246,offer completed,5.0,,bogo,1,1,M,62.0,2017-04-30,63000.0,452.0
05298f5390c7417c8dbbcbef9f081800,2906b810c7d4411798c6938adc9daaa5,564,offer completed,2.0,,discount,1,1,M,62.0,2017-04-30,63000.0,452.0
052f1e4cb527405facdb09a0b7e70861,f19421c1d4aa40978ebb69ca19b0e20d,246,offer completed,5.0,,bogo,1,1,F,69.0,2018-01-18,67000.0,189.0
052f1e4cb527405facdb09a0b7e70861,0b1e1539f2cc45b7b9fa7c272da2e1d7,360,offer completed,5.0,,discount,1,1,F,69.0,2018-01-18,67000.0,189.0
052f1e4cb527405facdb09a0b7e70861,ae264e3637204a6fb9bb56bc8210ddfd,450,offer completed,10.0,,bogo,1,1,F,69.0,2018-01-18,67000.0,189.0
052f1e4cb527405facdb09a0b7e70861,fafdcd668e3743c1bb461111dcafc2a4,552,offer completed,2.0,,discount,1,1,F,69.0,2018-01-18,67000.0,189.0
0537e8df8a5a418ab1fd28c2063ad6f8,fafdcd668e3743c1bb461111dcafc2a4,378,offer completed,2.0,,discount,1,1,F,32.0,2015-12-17,61000.0,952.0
0537e8df8a5a418ab1fd28c2063ad6f8,fafdcd668e3743c1bb461111dcafc2a4,408,offer completed,2.0,,discount,1,1,F,32.0,2015-12-17,61000.0,952.0
0538071eb35247af8c2816ec75a3c87c,2906b810c7d4411798c6938adc9daaa5,30,offer completed,2.0,,discount,1,1,F,25.0,2017-09-23,63000.0,306.0
0538071eb35247af8c2816ec75a3c87c,2298d6c36e964ae4a3e7e9706d1fb8c2,210,offer completed,3.0,,discount,1,1,F,25.0,2017-09-23,63000.0,306.0
054a387e28fb4939abfe484ea801ff3f,fafdcd668e3743c1bb461111dcafc2a4,444,offer completed,2.0,,discount,1,1,F,64.0,2016-05-07,61000.0,810.0
054cfa16ec4a4757a41b1a4d0fb8add7,2298d6c36e964ae4a3e7e9706d1fb8c2,474,offer completed,3.0,,discount,1,1,M,55.0,2016-11-26,64000.0,607.0
054cfa16ec4a4757a41b1a4d0fb8add7,2906b810c7d4411798c6938adc9daaa5,534,offer completed,2.0,,discount,1,1,M,55.0,2016-11-26,64000.0,607.0
0552370c278345298835cc70e616c96c,4d5c57ea9a6940dd891ad53e9dbe8da0,216,offer completed,10.0,,bogo,1,1,M,49.0,2017-11-23,106000.0,245.0
0552370c278345298835cc70e616c96c,f19421c1d4aa40978ebb69ca19b0e20d,426,offer completed,5.0,,bogo,1,1,M,49.0,2017-11-23,106000.0,245.0
0555eeabf1284cfd85c306caf9360d05,2298d6c36e964ae4a3e7e9706d1fb8c2,102,offer completed,3.0,,discount,1,1,F,84.0,2016-08-28,73000.0,697.0
0555eeabf1284cfd85c306caf9360d05,f19421c1d4aa40978ebb69ca19b0e20d,612,offer completed,5.0,,bogo,1,1,F,84.0,2016-08-28,73000.0,697.0
055640cd12d04eb4b8a51ec67d451fc7,0b1e1539f2cc45b7b9fa7c272da2e1d7,84,offer completed,5.0,,discount,1,1,F,39.0,2016-11-24,38000.0,609.0
055640cd12d04eb4b8a51ec67d451fc7,2906b810c7d4411798c6938adc9daaa5,246,offer completed,2.0,,discount,1,1,F,39.0,2016-11-24,38000.0,609.0
055640cd12d04eb4b8a51ec67d451fc7,2298d6c36e964ae4a3e7e9706d1fb8c2,360,offer completed,3.0,,discount,1,1,F,39.0,2016-11-24,38000.0,609.0
055640cd12d04eb4b8a51ec67d451fc7,fafdcd668e3743c1bb461111dcafc2a4,630,offer completed,2.0,,discount,1,1,F,39.0,2016-11-24,38000.0,609.0
055a2a48b6f84b5ba3427e05e6beeb3f,2298d6c36e964ae4a3e7e9706d1fb8c2,540,offer completed,3.0,,discount,1,1,,,,,
055eab487b874f38b65f3edf31b5eb41,fafdcd668e3743c1bb461111dcafc2a4,258,offer completed,2.0,,discount,1,1,M,64.0,2014-03-28,59000.0,1581.0
055eab487b874f38b65f3edf31b5eb41,2906b810c7d4411798c6938adc9daaa5,558,offer completed,2.0,,discount,1,1,M,64.0,2014-03-28,59000.0,1581.0
056495e7cd754a6c81b25d4ae5ca5e02,fafdcd668e3743c1bb461111dcafc2a4,270,offer completed,2.0,,discount,1,1,M,37.0,2018-01-22,57000.0,185.0
056495e7cd754a6c81b25d4ae5ca5e02,f19421c1d4aa40978ebb69ca19b0e20d,690,offer completed,5.0,,bogo,1,1,M,37.0,2018-01-22,57000.0,185.0
0565285a6b374513b887f9a6af7fa5bb,4d5c57ea9a6940dd891ad53e9dbe8da0,378,offer completed,10.0,,bogo,1,1,M,75.0,2015-12-23,86000.0,946.0
056b230b94304920a5c289974acaeb0c,fafdcd668e3743c1bb461111dcafc2a4,354,offer completed,2.0,,discount,1,1,,,,,
05703c17280649238ea5005898dc7076,4d5c57ea9a6940dd891ad53e9dbe8da0,252,offer completed,10.0,,bogo,1,1,M,51.0,2017-03-17,97000.0,496.0
05703c17280649238ea5005898dc7076,4d5c57ea9a6940dd891ad53e9dbe8da0,648,offer completed,10.0,,bogo,1,1,M,51.0,2017-03-17,97000.0,496.0
0578d2389a8f4e4a81f4d2648b85293e,9b98b8c7a33c4b65b9aebfe6a799e6d9,522,offer completed,5.0,,bogo,1,1,F,49.0,2017-09-05,78000.0,324.0
0578d2389a8f4e4a81f4d2648b85293e,fafdcd668e3743c1bb461111dcafc2a4,522,offer completed,2.0,,discount,1,1,F,49.0,2017-09-05,78000.0,324.0
0578d2389a8f4e4a81f4d2648b85293e,9b98b8c7a33c4b65b9aebfe6a799e6d9,582,offer completed,5.0,,bogo,1,1,F,49.0,2017-09-05,78000.0,324.0
057f6741e0e0438e827cc0b18c601160,9b98b8c7a33c4b65b9aebfe6a799e6d9,198,offer completed,5.0,,bogo,1,1,F,54.0,2016-09-30,74000.0,664.0
057f6741e0e0438e827cc0b18c601160,9b98b8c7a33c4b65b9aebfe6a799e6d9,528,offer completed,5.0,,bogo,1,1,F,54.0,2016-09-30,74000.0,664.0
0580b842b328497ea4bd463af56c17e2,ae264e3637204a6fb9bb56bc8210ddfd,360,offer completed,10.0,,bogo,1,1,F,65.0,2017-10-29,120000.0,270.0
0580b842b328497ea4bd463af56c17e2,f19421c1d4aa40978ebb69ca19b0e20d,684,offer completed,5.0,,bogo,1,1,F,65.0,2017-10-29,120000.0,270.0
0581b31e87c64c92a64e1eb91bca5dc7,2906b810c7d4411798c6938adc9daaa5,186,offer completed,2.0,,discount,1,1,F,42.0,2018-05-29,84000.0,58.0
0581b31e87c64c92a64e1eb91bca5dc7,2906b810c7d4411798c6938adc9daaa5,588,offer completed,2.0,,discount,1,1,F,42.0,2018-05-29,84000.0,58.0
058406afd91541fbae0060827c0ac156,0b1e1539f2cc45b7b9fa7c272da2e1d7,618,offer completed,5.0,,discount,1,1,F,70.0,2018-07-06,91000.0,20.0
0585b57db9514fc786b29008e693a49d,ae264e3637204a6fb9bb56bc8210ddfd,24,offer completed,10.0,,bogo,1,1,F,78.0,2016-06-20,110000.0,766.0
0585b57db9514fc786b29008e693a49d,ae264e3637204a6fb9bb56bc8210ddfd,258,offer completed,10.0,,bogo,1,1,F,78.0,2016-06-20,110000.0,766.0
0585b57db9514fc786b29008e693a49d,fafdcd668e3743c1bb461111dcafc2a4,390,offer completed,2.0,,discount,1,1,F,78.0,2016-06-20,110000.0,766.0
05894078f0a84797a81049d3c3f04402,ae264e3637204a6fb9bb56bc8210ddfd,66,offer completed,10.0,,bogo,1,1,F,58.0,2018-06-15,55000.0,41.0
05894078f0a84797a81049d3c3f04402,fafdcd668e3743c1bb461111dcafc2a4,462,offer completed,2.0,,discount,1,1,F,58.0,2018-06-15,55000.0,41.0
058b4e5020734ba7b48b0b43119bab0f,2298d6c36e964ae4a3e7e9706d1fb8c2,564,offer completed,3.0,,discount,1,1,M,72.0,2017-10-15,40000.0,284.0
058e76ac9080489993e6adfbb943fd8d,fafdcd668e3743c1bb461111dcafc2a4,18,offer completed,2.0,,discount,1,1,F,63.0,2016-07-23,95000.0,733.0
058e76ac9080489993e6adfbb943fd8d,fafdcd668e3743c1bb461111dcafc2a4,174,offer completed,2.0,,discount,1,1,F,63.0,2016-07-23,95000.0,733.0
058e76ac9080489993e6adfbb943fd8d,0b1e1539f2cc45b7b9fa7c272da2e1d7,570,offer completed,5.0,,discount,1,1,F,63.0,2016-07-23,95000.0,733.0
058e76ac9080489993e6adfbb943fd8d,9b98b8c7a33c4b65b9aebfe6a799e6d9,594,offer completed,5.0,,bogo,1,1,F,63.0,2016-07-23,95000.0,733.0
05929d20f3c24ffe90b919936b714dc1,fafdcd668e3743c1bb461111dcafc2a4,480,offer completed,2.0,,discount,1,1,,,,,
05929d20f3c24ffe90b919936b714dc1,4d5c57ea9a6940dd891ad53e9dbe8da0,480,offer completed,10.0,,bogo,1,1,,,,,
05929d20f3c24ffe90b919936b714dc1,2298d6c36e964ae4a3e7e9706d1fb8c2,642,offer completed,3.0,,discount,1,1,,,,,
059de3bbf78b497fa190ecbc20d26521,4d5c57ea9a6940dd891ad53e9dbe8da0,30,offer completed,10.0,,bogo,1,1,F,71.0,2017-07-16,50000.0,375.0
05a009c95e8d477cbed5c1661343bbb9,4d5c57ea9a6940dd891ad53e9dbe8da0,450,offer completed,10.0,,bogo,1,1,F,59.0,2018-05-01,81000.0,86.0
05a009c95e8d477cbed5c1661343bbb9,9b98b8c7a33c4b65b9aebfe6a799e6d9,678,offer completed,5.0,,bogo,1,1,F,59.0,2018-05-01,81000.0,86.0
05a490c5df01453fb33e6ddd7e1744be,2298d6c36e964ae4a3e7e9706d1fb8c2,198,offer completed,3.0,,discount,1,1,F,55.0,2016-12-30,41000.0,573.0
05a490c5df01453fb33e6ddd7e1744be,2298d6c36e964ae4a3e7e9706d1fb8c2,462,offer completed,3.0,,discount,1,1,F,55.0,2016-12-30,41000.0,573.0
05a4da5c46034e42abb4495507d293bd,fafdcd668e3743c1bb461111dcafc2a4,516,offer completed,2.0,,discount,1,1,F,50.0,2017-09-02,102000.0,327.0
05a4da5c46034e42abb4495507d293bd,2906b810c7d4411798c6938adc9daaa5,660,offer completed,2.0,,discount,1,1,F,50.0,2017-09-02,102000.0,327.0
05a4f70725804ceab1daa9dc73734827,4d5c57ea9a6940dd891ad53e9dbe8da0,42,offer completed,10.0,,bogo,1,1,F,40.0,2017-03-28,78000.0,485.0
05a4f70725804ceab1daa9dc73734827,4d5c57ea9a6940dd891ad53e9dbe8da0,504,offer completed,10.0,,bogo,1,1,F,40.0,2017-03-28,78000.0,485.0
05a4f70725804ceab1daa9dc73734827,fafdcd668e3743c1bb461111dcafc2a4,612,offer completed,2.0,,discount,1,1,F,40.0,2017-03-28,78000.0,485.0
05aca359cfb04309a05362db256954ae,2298d6c36e964ae4a3e7e9706d1fb8c2,582,offer completed,3.0,,discount,1,1,M,28.0,2015-02-07,71000.0,1265.0
05b0cd60c07e4ffdb1829da2010b55ee,fafdcd668e3743c1bb461111dcafc2a4,258,offer completed,2.0,,discount,1,1,M,43.0,2015-02-10,52000.0,1262.0
05b0cd60c07e4ffdb1829da2010b55ee,fafdcd668e3743c1bb461111dcafc2a4,522,offer completed,2.0,,discount,1,1,M,43.0,2015-02-10,52000.0,1262.0
05b1e22c61c849c4bddd497795f2ac37,ae264e3637204a6fb9bb56bc8210ddfd,624,offer completed,10.0,,bogo,1,1,M,57.0,2016-06-18,111000.0,768.0
05bbe7decb6d43b684221df448979612,ae264e3637204a6fb9bb56bc8210ddfd,636,offer completed,10.0,,bogo,1,1,F,85.0,2016-06-23,90000.0,763.0
05bedc6bbcc64a41b1745f6efe00776d,ae264e3637204a6fb9bb56bc8210ddfd,282,offer completed,10.0,,bogo,1,1,F,70.0,2015-07-29,105000.0,1093.0
05bedc6bbcc64a41b1745f6efe00776d,f19421c1d4aa40978ebb69ca19b0e20d,372,offer completed,5.0,,bogo,1,1,F,70.0,2015-07-29,105000.0,1093.0
05bedc6bbcc64a41b1745f6efe00776d,9b98b8c7a33c4b65b9aebfe6a799e6d9,510,offer completed,5.0,,bogo,1,1,F,70.0,2015-07-29,105000.0,1093.0
05beec1cbeb8481d9bfb5844343ba374,0b1e1539f2cc45b7b9fa7c272da2e1d7,492,offer completed,5.0,,discount,1,1,F,53.0,2015-12-14,83000.0,955.0
05beec1cbeb8481d9bfb5844343ba374,9b98b8c7a33c4b65b9aebfe6a799e6d9,606,offer completed,5.0,,bogo,1,1,F,53.0,2015-12-14,83000.0,955.0
05beec1cbeb8481d9bfb5844343ba374,0b1e1539f2cc45b7b9fa7c272da2e1d7,606,offer completed,5.0,,discount,1,1,F,53.0,2015-12-14,83000.0,955.0
05c001b0be8a436dba8f7fdb7ac9273b,fafdcd668e3743c1bb461111dcafc2a4,648,offer completed,2.0,,discount,1,1,F,78.0,2017-07-08,42000.0,383.0
05c64ce569db467a939173b41889a77a,f19421c1d4aa40978ebb69ca19b0e20d,6,offer completed,5.0,,bogo,1,1,F,80.0,2017-01-16,116000.0,556.0
05c64ce569db467a939173b41889a77a,f19421c1d4aa40978ebb69ca19b0e20d,210,offer completed,5.0,,bogo,1,1,F,80.0,2017-01-16,116000.0,556.0
05c64ce569db467a939173b41889a77a,4d5c57ea9a6940dd891ad53e9dbe8da0,348,offer completed,10.0,,bogo,1,1,F,80.0,2017-01-16,116000.0,556.0
05c64ce569db467a939173b41889a77a,f19421c1d4aa40978ebb69ca19b0e20d,564,offer completed,5.0,,bogo,1,1,F,80.0,2017-01-16,116000.0,556.0
05cf6d57cbb042e29569cd3ca842ba42,fafdcd668e3743c1bb461111dcafc2a4,96,offer completed,2.0,,discount,1,1,,,,,
05cf6d57cbb042e29569cd3ca842ba42,f19421c1d4aa40978ebb69ca19b0e20d,222,offer completed,5.0,,bogo,1,1,,,,,
05dedca5b2034055a64979a2c28b3477,2906b810c7d4411798c6938adc9daaa5,402,offer completed,2.0,,discount,1,1,M,62.0,2017-12-08,70000.0,230.0
05dedca5b2034055a64979a2c28b3477,4d5c57ea9a6940dd891ad53e9dbe8da0,474,offer completed,10.0,,bogo,1,1,M,62.0,2017-12-08,70000.0,230.0
05dedca5b2034055a64979a2c28b3477,fafdcd668e3743c1bb461111dcafc2a4,672,offer completed,2.0,,discount,1,1,M,62.0,2017-12-08,70000.0,230.0
05e14ffbb5234affb70068da5fafbb25,2298d6c36e964ae4a3e7e9706d1fb8c2,198,offer completed,3.0,,discount,1,1,M,75.0,2016-04-25,98000.0,822.0
05e14ffbb5234affb70068da5fafbb25,2906b810c7d4411798c6938adc9daaa5,342,offer completed,2.0,,discount,1,1,M,75.0,2016-04-25,98000.0,822.0
05e14ffbb5234affb70068da5fafbb25,2298d6c36e964ae4a3e7e9706d1fb8c2,432,offer completed,3.0,,discount,1,1,M,75.0,2016-04-25,98000.0,822.0
05e14ffbb5234affb70068da5fafbb25,f19421c1d4aa40978ebb69ca19b0e20d,612,offer completed,5.0,,bogo,1,1,M,75.0,2016-04-25,98000.0,822.0
05e3b4ecea3b45adb9734a2793eeb26f,2906b810c7d4411798c6938adc9daaa5,498,offer completed,2.0,,discount,1,1,M,24.0,2015-11-23,65000.0,976.0
05e6bcb70fe14e0da4730527ca35a4ae,f19421c1d4aa40978ebb69ca19b0e20d,72,offer completed,5.0,,bogo,1,1,O,84.0,2016-01-09,51000.0,929.0
05e6bcb70fe14e0da4730527ca35a4ae,0b1e1539f2cc45b7b9fa7c272da2e1d7,510,offer completed,5.0,,discount,1,1,O,84.0,2016-01-09,51000.0,929.0
05e6bcb70fe14e0da4730527ca35a4ae,0b1e1539f2cc45b7b9fa7c272da2e1d7,540,offer completed,5.0,,discount,1,1,O,84.0,2016-01-09,51000.0,929.0
05e6bcb70fe14e0da4730527ca35a4ae,ae264e3637204a6fb9bb56bc8210ddfd,630,offer completed,10.0,,bogo,1,1,O,84.0,2016-01-09,51000.0,929.0
05e96e45ce6045edbf84b14a6b557a18,f19421c1d4aa40978ebb69ca19b0e20d,366,offer completed,5.0,,bogo,1,1,F,40.0,2017-12-22,71000.0,216.0
05f33951bb1047f2a5b277d84c675cab,fafdcd668e3743c1bb461111dcafc2a4,474,offer completed,2.0,,discount,1,1,F,57.0,2015-12-29,78000.0,940.0
05f4d69f73024172a23a350e611166b4,0b1e1539f2cc45b7b9fa7c272da2e1d7,414,offer completed,5.0,,discount,1,1,F,36.0,2018-01-17,47000.0,190.0
05f4d69f73024172a23a350e611166b4,0b1e1539f2cc45b7b9fa7c272da2e1d7,432,offer completed,5.0,,discount,1,1,F,36.0,2018-01-17,47000.0,190.0
05f4d69f73024172a23a350e611166b4,ae264e3637204a6fb9bb56bc8210ddfd,696,offer completed,10.0,,bogo,1,1,F,36.0,2018-01-17,47000.0,190.0
05f5d803302a40d78b0724c86022c7cc,2298d6c36e964ae4a3e7e9706d1fb8c2,690,offer completed,3.0,,discount,1,1,,,,,
05f7979ead604ba1947685f603023b1e,2298d6c36e964ae4a3e7e9706d1fb8c2,534,offer completed,3.0,,discount,1,1,,,,,
05fc000adcf544ed9a726f45adac5896,2906b810c7d4411798c6938adc9daaa5,12,offer completed,2.0,,discount,1,1,F,58.0,2017-04-13,68000.0,469.0
05fc000adcf544ed9a726f45adac5896,4d5c57ea9a6940dd891ad53e9dbe8da0,240,offer completed,10.0,,bogo,1,1,F,58.0,2017-04-13,68000.0,469.0
05fc000adcf544ed9a726f45adac5896,2298d6c36e964ae4a3e7e9706d1fb8c2,510,offer completed,3.0,,discount,1,1,F,58.0,2017-04-13,68000.0,469.0
05fc9b1280454d84a712d8cb763c7c79,ae264e3637204a6fb9bb56bc8210ddfd,96,offer completed,10.0,,bogo,1,1,M,64.0,2017-11-21,79000.0,247.0
05fc9b1280454d84a712d8cb763c7c79,4d5c57ea9a6940dd891ad53e9dbe8da0,528,offer completed,10.0,,bogo,1,1,M,64.0,2017-11-21,79000.0,247.0
05fc9b1280454d84a712d8cb763c7c79,fafdcd668e3743c1bb461111dcafc2a4,528,offer completed,2.0,,discount,1,1,M,64.0,2017-11-21,79000.0,247.0
05fc9b1280454d84a712d8cb763c7c79,2298d6c36e964ae4a3e7e9706d1fb8c2,642,offer completed,3.0,,discount,1,1,M,64.0,2017-11-21,79000.0,247.0
0607b32041f94d65a07835fc9a13416a,2298d6c36e964ae4a3e7e9706d1fb8c2,534,offer completed,3.0,,discount,1,1,M,78.0,2016-01-19,77000.0,919.0
060f8becdb7543ed82d9ef1afd10e274,2298d6c36e964ae4a3e7e9706d1fb8c2,54,offer completed,3.0,,discount,1,1,M,55.0,2015-11-25,100000.0,974.0
060f8becdb7543ed82d9ef1afd10e274,4d5c57ea9a6940dd891ad53e9dbe8da0,210,offer completed,10.0,,bogo,1,1,M,55.0,2015-11-25,100000.0,974.0
06131d1c0a154320bd9b24af9f51f76d,4d5c57ea9a6940dd891ad53e9dbe8da0,24,offer completed,10.0,,bogo,1,1,F,47.0,2016-12-10,59000.0,593.0
06131d1c0a154320bd9b24af9f51f76d,2298d6c36e964ae4a3e7e9706d1fb8c2,234,offer completed,3.0,,discount,1,1,F,47.0,2016-12-10,59000.0,593.0
06131d1c0a154320bd9b24af9f51f76d,fafdcd668e3743c1bb461111dcafc2a4,492,offer completed,2.0,,discount,1,1,F,47.0,2016-12-10,59000.0,593.0
06131d1c0a154320bd9b24af9f51f76d,2298d6c36e964ae4a3e7e9706d1fb8c2,570,offer completed,3.0,,discount,1,1,F,47.0,2016-12-10,59000.0,593.0
06131d1c0a154320bd9b24af9f51f76d,2906b810c7d4411798c6938adc9daaa5,630,offer completed,2.0,,discount,1,1,F,47.0,2016-12-10,59000.0,593.0
06186260c2554978a92be071e4fe3c79,2298d6c36e964ae4a3e7e9706d1fb8c2,390,offer completed,3.0,,discount,1,1,F,21.0,2018-01-23,46000.0,184.0
06186260c2554978a92be071e4fe3c79,fafdcd668e3743c1bb461111dcafc2a4,618,offer completed,2.0,,discount,1,1,F,21.0,2018-01-23,46000.0,184.0
061afeca89524537b960b57b0a609533,0b1e1539f2cc45b7b9fa7c272da2e1d7,600,offer completed,5.0,,discount,1,1,M,57.0,2016-06-28,67000.0,758.0
061afeca89524537b960b57b0a609533,4d5c57ea9a6940dd891ad53e9dbe8da0,600,offer completed,10.0,,bogo,1,1,M,57.0,2016-06-28,67000.0,758.0
061e7367906a4d0087b8e8f2f92a313e,ae264e3637204a6fb9bb56bc8210ddfd,186,offer completed,10.0,,bogo,1,1,F,35.0,2017-08-11,60000.0,349.0
061e7367906a4d0087b8e8f2f92a313e,9b98b8c7a33c4b65b9aebfe6a799e6d9,414,offer completed,5.0,,bogo,1,1,F,35.0,2017-08-11,60000.0,349.0
061e7367906a4d0087b8e8f2f92a313e,2298d6c36e964ae4a3e7e9706d1fb8c2,414,offer completed,3.0,,discount,1,1,F,35.0,2017-08-11,60000.0,349.0
061e7367906a4d0087b8e8f2f92a313e,2298d6c36e964ae4a3e7e9706d1fb8c2,606,offer completed,3.0,,discount,1,1,F,35.0,2017-08-11,60000.0,349.0
062964a129f64110a3919595cd731141,ae264e3637204a6fb9bb56bc8210ddfd,78,offer completed,10.0,,bogo,1,1,F,66.0,2017-02-15,110000.0,526.0
062964a129f64110a3919595cd731141,f19421c1d4aa40978ebb69ca19b0e20d,468,offer completed,5.0,,bogo,1,1,F,66.0,2017-02-15,110000.0,526.0
062bebd7d15a422aacfbe41412c1bbd5,f19421c1d4aa40978ebb69ca19b0e20d,228,offer completed,5.0,,bogo,1,1,M,51.0,2015-10-17,66000.0,1013.0
062bebd7d15a422aacfbe41412c1bbd5,2298d6c36e964ae4a3e7e9706d1fb8c2,534,offer completed,3.0,,discount,1,1,M,51.0,2015-10-17,66000.0,1013.0
062bebd7d15a422aacfbe41412c1bbd5,2298d6c36e964ae4a3e7e9706d1fb8c2,696,offer completed,3.0,,discount,1,1,M,51.0,2015-10-17,66000.0,1013.0
062d468f10ff4489822fbdd647e57398,2298d6c36e964ae4a3e7e9706d1fb8c2,486,offer completed,3.0,,discount,1,1,M,54.0,2014-06-26,37000.0,1491.0
062d468f10ff4489822fbdd647e57398,2298d6c36e964ae4a3e7e9706d1fb8c2,570,offer completed,3.0,,discount,1,1,M,54.0,2014-06-26,37000.0,1491.0
062d468f10ff4489822fbdd647e57398,fafdcd668e3743c1bb461111dcafc2a4,612,offer completed,2.0,,discount,1,1,M,54.0,2014-06-26,37000.0,1491.0
0632e74a24484c819d06eb086298c406,2906b810c7d4411798c6938adc9daaa5,180,offer completed,2.0,,discount,1,1,M,52.0,2017-12-12,72000.0,226.0
0632e74a24484c819d06eb086298c406,4d5c57ea9a6940dd891ad53e9dbe8da0,498,offer completed,10.0,,bogo,1,1,M,52.0,2017-12-12,72000.0,226.0
0632e74a24484c819d06eb086298c406,2298d6c36e964ae4a3e7e9706d1fb8c2,600,offer completed,3.0,,discount,1,1,M,52.0,2017-12-12,72000.0,226.0
0637650fd20f4bc2a7b416f44f9383d2,9b98b8c7a33c4b65b9aebfe6a799e6d9,534,offer completed,5.0,,bogo,1,1,,,,,
06476b6b8d2a46a4a6a010ad0bb41698,ae264e3637204a6fb9bb56bc8210ddfd,216,offer completed,10.0,,bogo,1,1,F,67.0,2016-09-10,111000.0,684.0
06476b6b8d2a46a4a6a010ad0bb41698,2906b810c7d4411798c6938adc9daaa5,366,offer completed,2.0,,discount,1,1,F,67.0,2016-09-10,111000.0,684.0
